s_arc,x,y,z,width_left,width_right,sector
959.8480,304.1353,-601.3996,0.0000,4.4380,4.6040,1
964.8567,301.3609,-597.2295,0.0000,4.4480,4.6050,1
969.8678,298.5702,-593.0673,0.0000,4.4580,4.6060,1
974.8798,295.7683,-588.9117,0.0000,4.4670,4.6070,1
979.8908,292.9606,-584.7612,0.0000,4.4770,4.6070,1
984.8989,290.1523,-580.6145,0.0000,4.4870,4.6080,1
989.9025,287.3487,-576.4703,0.0000,4.4970,4.6090,1
994.9013,284.5519,-572.3270,0.0000,4.5070,4.6100,1
999.8967,281.7623,-568.1831,0.0000,4.5170,4.6110,1
1004.8899,278.9798,-564.0370,0.0000,4.5270,4.6110,1
1009.8822,276.2045,-559.8872,0.0000,4.5370,4.6120,1
1014.8748,273.4366,-555.7322,0.0000,4.5470,4.6130,1
1019.8690,270.6760,-551.5703,0.0000,4.5570,4.6140,1
1024.8660,267.9230,-547.4000,0.0000,4.5670,4.6140,1
1029.8672,265.1775,-543.2198,0.0000,4.5770,4.6150,1
1034.8737,262.4396,-539.0282,0.0000,4.5870,4.6160,1
1039.8853,259.7043,-534.8290,0.0000,4.5970,4.6170,1
1044.8993,256.9603,-530.6325,0.0000,4.6070,4.6180,1
1049.9130,254.1957,-526.4498,0.0000,4.6170,4.6180,1
1054.9242,251.3988,-522.2918,0.0000,4.6270,4.6190,1
1059.9308,248.5576,-518.1694,0.0000,4.6370,4.6200,1
1064.9313,245.6606,-514.0937,0.0000,4.5720,4.7020,1
1069.9249,242.6957,-510.0755,0.0000,4.4810,4.8100,1
1074.9117,239.6512,-506.1259,0.0000,4.3900,4.9190,1
1079.8927,236.5145,-502.2567,0.0000,4.2990,5.0280,1
1084.8665,233.2607,-498.4948,0.0000,4.2960,5.0150,1
1089.8335,229.8554,-494.8788,0.0000,4.3920,4.8620,1
1094.8006,226.2639,-491.4476,0.0000,4.4790,4.7410,1
1099.7829,222.4515,-488.2400,0.0000,4.5300,4.7440,1
1104.8006,218.3903,-485.2930,0.0000,4.5800,4.7470,1
1109.8486,214.1014,-482.6308,0.0000,4.6520,4.6660,1
1114.9058,209.6283,-480.2715,0.0000,4.7230,4.5840,1
1119.9499,205.0143,-478.2332,0.0000,4.6530,4.6400,1
1124.9588,200.3027,-476.5336,0.0000,4.5450,4.7310,1
1129.9311,195.5219,-475.1669,0.0000,4.4620,4.8280,1
1134.8882,190.6815,-474.0975,0.0000,4.3990,4.9310,1
1139.8463,185.7899,-473.2878,0.0000,4.3690,4.9840,1
1144.8157,180.8554,-472.6999,0.0000,4.4480,4.8780,1
1149.8011,175.8864,-472.2963,0.0000,4.5270,4.7710,1
1154.8029,170.8912,-472.0393,0.0000,4.5490,4.7280,1
1159.8182,165.8781,-471.8912,0.0000,4.5700,4.6850,1
1164.8413,160.8555,-471.8143,0.0000,4.5920,4.6420,1
1169.8652,155.8319,-471.7694,0.0000,4.6140,4.5990,1
1174.8809,150.8168,-471.6932,0.0000,4.6350,4.5560,1
1179.8805,145.8207,-471.5045,0.0000,4.7000,4.5400,1
1184.8617,140.8542,-471.1216,0.0000,4.7780,4.5320,1
1189.8319,135.9279,-470.4628,0.0000,4.8080,4.4890,1
1194.8090,131.0540,-469.4544,0.0000,4.8170,4.4290,1
1199.7988,126.2570,-468.0808,0.0000,4.6900,4.5620,1
1204.7978,121.5666,-466.3516,0.0000,4.4890,4.8010,1
1209.8020,117.0128,-464.2769,0.0000,4.6080,4.6560,1
1214.8081,112.6252,-461.8664,0.0000,4.8440,4.3700,1
1219.8145,108.4300,-459.1343,0.0000,4.8740,4.2500,1
1224.8205,104.4489,-456.0995,0.0000,4.8150,4.2000,1
1229.8245,100.7031,-452.7814,0.0000,4.6580,4.3330,1
1234.8250,97.2139,-449.1994,0.0000,4.4630,4.5370,1
1239.8204,94.0027,-445.3729,0.0000,4.4220,4.5030,1
1244.8100,91.0909,-441.3211,0.0000,4.4240,4.4040,1
1249.7941,88.4996,-437.0636,0.0000,4.4710,4.2890,1
1254.7749,86.2503,-432.6195,0.0000,4.5280,4.1700,1
1259.7577,84.3593,-428.0095,0.0000,4.5860,4.1430,1
1264.7560,82.7742,-423.2693,0.0000,4.6440,4.1300,1
1269.7734,81.3923,-418.4459,0.0000,4.5450,4.3620,1
1274.7991,80.1098,-413.5866,0.0000,4.4170,4.6380,1
1279.8150,78.8229,-408.7386,0.0000,4.4370,4.6500,1
1284.8062,77.4419,-403.9423,0.0000,4.4690,4.6380,1
1289.7798,75.9752,-399.1899,0.0000,4.5010,4.6260,1
1294.7488,74.4725,-394.4535,0.0000,4.5330,4.6150,1
1299.7250,72.9838,-389.7052,0.0000,4.5640,4.6030,1
1304.7205,71.5577,-384.9175,0.0000,4.5960,4.5920,1
1309.7394,70.2034,-380.0849,0.0000,4.6280,4.5800,1
1314.7729,68.8813,-375.2281,0.0000,4.6600,4.5690,1
1319.8106,67.5493,-370.3697,0.0000,4.6920,4.5570,1
1324.8424,66.1650,-365.5321,0.0000,4.7240,4.5450,1
1329.8596,64.6862,-360.7377,0.0000,4.7560,4.5340,1
1334.8566,63.0705,-356.0091,0.0000,4.6890,4.6440,1
1339.8320,61.2757,-351.3688,0.0000,4.5820,4.8020,1
1344.7902,59.2594,-346.8391,0.0000,4.4420,4.9350,1
1349.7427,56.9795,-342.4425,0.0000,4.2780,5.0500,1
1354.7049,54.4147,-338.1946,0.0000,4.2490,5.0170,1
1359.6840,51.5869,-334.0964,0.0000,4.4760,4.7070,1
1364.6820,48.5235,-330.1473,0.0000,4.6580,4.4800,1
1369.6969,45.2516,-326.3467,0.0000,4.6680,4.5750,1
1374.7234,41.7982,-322.6944,0.0000,4.6750,4.6710,1
1379.7515,38.1776,-319.2054,0.0000,4.4980,4.7640,1
1384.7710,34.3894,-315.9122,0.0000,4.3210,4.8560,1
1389.7755,30.4321,-312.8488,0.0000,4.3290,4.7200,1
1394.7632,26.3043,-310.0491,0.0000,4.3890,4.5190,1
1399.7387,22.0083,-307.5390,0.0000,4.8070,4.3260,1
1404.7111,17.5601,-305.3168,0.0000,4.6340,4.5500,1
1409.6875,12.9786,-303.3741,0.0000,4.3880,4.7540,1
1414.6718,8.2828,-301.7029,0.0000,4.3480,4.7730,1
1419.6656,3.4916,-300.2948,0.0000,4.3190,4.7920,1
1424.6678,-1.3759,-299.1417,0.0000,4.3470,4.8150,1
1429.6755,-6.3008,-298.2354,0.0000,4.3780,4.8340,1
1434.6835,-11.2641,-297.5676,0.0000,4.5160,4.7220,1
1439.6855,-16.2470,-297.1301,0.0000,4.6540,4.6090,1
1444.6801,-21.2362,-296.9000,0.0000,4.6360,4.6030,1
1449.6748,-26.2304,-296.8255,0.0000,4.5960,4.6130,1
1454.6738,-31.2293,-296.8515,0.0000,4.5570,4.6220,1
1459.6779,-36.2329,-296.9228,0.0000,4.5170,4.6320,1
1464.6863,-41.2409,-296.9849,0.0000,4.4770,4.6410,1
1469.6965,-46.2511,-297.0024,0.0000,4.4380,4.6500,1
1474.7041,-51.2585,-296.9625,0.0000,4.3980,4.6600,1
1479.7051,-56.2583,-296.8535,0.0000,4.4000,4.6400,1
1484.6958,-61.2454,-296.6638,0.0000,4.7130,4.4020,1
1489.6726,-66.2125,-296.3535,0.0000,4.9360,4.2740,1
1494.6364,-71.1437,-295.7849,0.0000,4.9910,4.2850,1
1499.6106,-76.0215,-294.8105,0.0000,4.8460,4.4600,1
1504.6141,-80.8317,-293.4332,0.0000,4.7010,4.6340,1
1509.6326,-85.5623,-291.7579,0.0000,4.7160,4.6190,1
1514.6453,-90.2005,-289.8567,0.0000,4.7980,4.5240,1
1519.6492,-94.7310,-287.7324,0.0000,4.8740,4.4360,1
1524.6453,-99.1389,-285.3802,0.0000,4.8710,4.4320,1
1529.6366,-103.4086,-282.7952,0.0000,4.8670,4.4270,1
1534.6273,-107.5254,-279.9740,0.0000,4.8450,4.4580,1
1539.6188,-111.4758,-276.9230,0.0000,4.8030,4.5260,1
1544.6107,-115.2472,-273.6525,0.0000,4.7610,4.5940,1
1549.6029,-118.8268,-270.1728,0.0000,4.8010,4.5340,1
1554.5954,-122.2020,-266.4941,0.0000,4.8440,4.4690,1
1559.5883,-125.3601,-262.6268,0.0000,4.8710,4.4160,1
1564.5825,-128.2884,-258.5811,0.0000,4.7890,4.4490,1
1569.5795,-130.9741,-254.3673,0.0000,4.7070,4.4810,1
1574.5813,-133.4047,-249.9957,0.0000,4.6930,4.4540,1
1579.5908,-135.5673,-245.4772,0.0000,4.7260,4.3860,1
1584.6052,-137.4486,-240.8290,0.0000,4.7600,4.3180,1
1589.6187,-139.0347,-236.0730,0.0000,4.7610,4.3230,1
1594.6264,-140.3119,-231.2309,0.0000,4.7610,4.3280,1
1599.6245,-141.2663,-226.3248,0.0000,4.7670,4.3500,1
1604.6115,-141.8841,-221.3762,0.0000,4.7790,4.4000,1
1609.5877,-142.1515,-216.4072,0.0000,4.7910,4.4490,1
1614.5563,-142.0547,-211.4395,0.0000,4.7670,4.4070,1
1619.5236,-141.5799,-206.4950,0.0000,4.7310,4.3370,1
1624.5001,-140.7234,-201.5927,0.0000,4.7010,4.2850,1
1629.4989,-139.5437,-196.7352,0.0000,4.7020,4.3090,1
1634.5209,-138.1223,-191.9185,0.0000,4.7030,4.3330,1
1639.5553,-136.5408,-187.1390,0.0000,4.6500,4.4330,1
1644.5834,-134.8809,-182.3928,0.0000,4.5420,4.6120,1
1649.5892,-133.2085,-177.6746,0.0000,4.4820,4.7190,1
1654.5773,-131.5380,-172.9745,0.0000,4.5010,4.7100,1
1659.5570,-129.8733,-168.2813,0.0000,4.5210,4.7010,1
1664.5371,-128.2185,-163.5841,0.0000,4.5400,4.6920,1
1669.5264,-126.5768,-158.8727,0.0000,4.5600,4.6830,1
1674.5264,-124.9457,-154.1462,0.0000,4.5790,4.6740,1
1679.5347,-123.3184,-149.4097,0.0000,4.5990,4.6650,1
1684.5482,-121.6885,-144.6685,0.0000,4.6180,4.6560,1
1689.5643,-120.0492,-139.9279,0.0000,4.6380,4.6470,1
1694.5793,-118.4035,-135.1905,0.0000,4.6570,4.6380,1
1699.5854,-116.8121,-130.4442,0.0000,4.6160,4.6780,1
1704.5754,-115.3563,-125.6712,0.0000,4.4800,4.7960,1
1709.5494,-114.1177,-120.8539,0.0000,4.3440,4.9140,1
