s_arc,x,y,z,width_left,width_right,sector
799.6541,73.1612,797.3421,0.0000,4.4760,4.5200,1
804.6515,73.5896,802.3211,0.0000,4.4640,4.5120,1
809.6487,74.0178,807.2999,0.0000,4.4510,4.5050,1
814.6458,74.4456,812.2787,0.0000,4.4390,4.4970,1
819.6427,74.8731,817.2572,0.0000,4.4270,4.4900,1
824.6394,75.3001,822.2356,0.0000,4.4140,4.4820,1
829.6358,75.7265,827.2139,0.0000,4.4020,4.4740,1
834.6320,76.1524,832.1919,0.0000,4.3900,4.4670,1
839.6280,76.5776,837.1697,0.0000,4.3770,4.4590,1
844.6238,77.0022,842.1474,0.0000,4.3650,4.4520,1
849.6192,77.4259,847.1249,0.0000,4.3530,4.4440,1
854.6144,77.8489,852.1021,0.0000,4.3400,4.4370,1
859.6093,78.2709,857.0791,0.0000,4.3280,4.4290,1
864.6039,78.6920,862.0559,0.0000,4.3160,4.4210,1
869.5982,79.1122,867.0325,0.0000,4.3030,4.4140,1
874.5921,79.5312,872.0088,0.0000,4.2910,4.4060,1
879.5857,79.9491,876.9849,0.0000,4.2790,4.3990,1
884.5790,80.3659,881.9608,0.0000,4.2660,4.3910,1
889.5718,80.7814,886.9363,0.0000,4.2540,4.3840,1
894.5643,81.1955,891.9116,0.0000,4.2420,4.3760,1
899.5565,81.6084,896.8866,0.0000,4.2300,4.3680,1
904.5482,82.0197,901.8614,0.0000,4.2170,4.3610,1
909.5448,82.4296,906.8412,0.0000,4.2050,4.3530,1
914.5976,82.8376,911.8775,0.0000,4.1930,4.3460,1
919.7768,83.2484,917.0403,0.0000,4.1800,4.3380,1
924.8980,83.9544,922.1126,0.0000,4.3190,4.1610,1
929.5652,85.6735,926.4517,0.0000,4.8190,4.0260,1
934.0084,88.9747,929.4255,0.0000,4.6090,4.1010,1
938.7521,93.5511,930.6743,0.0000,4.0980,4.1310,1
943.8487,98.6431,930.4547,0.0000,4.2080,4.6150,1
949.0618,103.7650,929.4841,0.0000,4.1020,4.5800,1
954.1328,108.7632,928.6278,0.0000,3.9950,4.5450,1
958.9690,113.5992,928.5912,0.0000,3.9350,4.4950,1
963.8805,118.3218,929.9402,0.0000,4.3430,4.4650,1
969.1923,122.7387,932.8909,0.0000,4.4570,4.4580,1
974.3542,126.0736,936.8309,0.0000,4.4250,4.3920,1
979.0519,127.8029,941.1987,0.0000,4.3380,4.7550,1
983.7125,128.2085,945.8417,0.0000,3.9080,4.8220,1
988.5655,127.6894,950.6668,0.0000,3.9940,4.7350,1
993.5895,126.6447,955.5811,0.0000,4.1460,4.4440,1
