s_arc,x,y,z,width_left,width_right,sector
1373.8698,487.0955,-301.9603,0.0000,4.1250,4.2780,1
1378.8707,489.9520,-306.0650,0.0000,4.1350,4.2840,1
1383.8717,492.8073,-310.1708,0.0000,4.1460,4.2900,1
1388.8728,495.6618,-314.2772,0.0000,4.1570,4.2960,1
1393.8735,498.5163,-318.3832,0.0000,4.1680,4.3010,1
1398.8738,501.3713,-322.4883,0.0000,4.1790,4.3070,1
1403.8735,504.2270,-326.5922,0.0000,4.1900,4.3130,1
1408.8728,507.0834,-330.6951,0.0000,4.2000,4.3180,1
1413.8716,509.9405,-334.7970,0.0000,4.2110,4.3240,1
1418.8701,512.7983,-338.8979,0.0000,4.2220,4.3300,1
1423.8682,515.6568,-342.9979,0.0000,4.2330,4.3350,1
1428.8661,518.5160,-347.0972,0.0000,4.2440,4.3410,1
1433.8637,521.3758,-351.1957,0.0000,4.2550,4.3470,1
1438.8612,524.2364,-355.2935,0.0000,4.2660,4.3520,1
1443.8586,527.0977,-359.3907,0.0000,4.2760,4.3580,1
1448.8560,529.9597,-363.4874,0.0000,4.2870,4.3640,1
1453.8533,532.8223,-367.5835,0.0000,4.2980,4.3690,1
1458.8508,535.6857,-371.6793,0.0000,4.3090,4.3750,1
1463.8483,538.5497,-375.7747,0.0000,4.3200,4.3810,1
1468.8460,541.4145,-379.8699,0.0000,4.3310,4.3870,1
1473.8439,544.2799,-383.9648,0.0000,4.3420,4.3920,1
1478.8421,547.1460,-388.0596,0.0000,4.3520,4.3980,1
1483.8406,550.0128,-392.1543,0.0000,4.3630,4.4040,1
1488.8395,552.8803,-396.2490,0.0000,4.3740,4.4090,1
1493.8389,555.7485,-400.3438,0.0000,4.3850,4.4150,1
1498.8387,558.6174,-404.4386,0.0000,4.3960,4.4210,1
1503.8391,561.4869,-408.5337,0.0000,4.4070,4.4260,1
1508.8400,564.3567,-412.6292,0.0000,4.4150,4.4240,1
1513.8411,567.2251,-416.7260,0.0000,4.4160,4.4030,1
1518.8423,570.0906,-420.8249,0.0000,4.4170,4.3830,1
1523.8433,572.9514,-424.9268,0.0000,4.4190,4.3630,1
1528.8438,575.8059,-429.0325,0.0000,4.4200,4.3430,1
1533.8436,578.6524,-433.1429,0.0000,4.4220,4.3220,1
1538.8424,581.4892,-437.2589,0.0000,4.4230,4.3020,1
1543.8401,584.3146,-441.3813,0.0000,4.4240,4.2820,1
1548.8365,587.1271,-445.5109,0.0000,4.4260,4.2620,1
1553.8314,589.9248,-449.6487,0.0000,4.4270,4.2410,1
1558.8245,592.7062,-453.7954,0.0000,4.4290,4.2210,1
1563.8160,595.4681,-457.9531,0.0000,4.5480,4.1820,1
1568.8063,598.2015,-462.1282,0.0000,4.7210,4.1340,1
1573.7964,600.8960,-466.3284,0.0000,4.7950,4.1300,1
1578.7876,603.5409,-470.5612,0.0000,4.6930,4.2000,1
1583.7817,606.1260,-474.8341,0.0000,4.5910,4.2710,1
1588.7809,608.6407,-479.1548,0.0000,4.4890,4.3420,1
1593.7858,611.0785,-483.5258,0.0000,4.4340,4.4080,1
1598.7943,613.4379,-487.9438,0.0000,4.4250,4.4690,1
1603.8040,615.7176,-492.4047,0.0000,4.4170,4.5310,1
1608.8124,617.9166,-496.9046,0.0000,4.4090,4.5920,1
1613.8173,620.0335,-501.4397,0.0000,4.4000,4.6540,1
1618.8172,622.0694,-506.0064,0.0000,4.5040,4.5330,1
1623.8137,624.0305,-510.6019,0.0000,4.6130,4.4030,1
1628.8080,625.9237,-515.2235,0.0000,4.7210,4.2740,1
1633.8014,627.7558,-519.8686,0.0000,4.8300,4.1450,1
1638.7946,629.5338,-524.5346,0.0000,4.8730,4.0870,1
1643.7883,631.2644,-529.2188,0.0000,4.7780,4.1800,1
1648.7826,632.9545,-533.9185,0.0000,4.6840,4.2730,1
1653.7779,634.6110,-538.6311,0.0000,4.5900,4.3650,1
